year,origin,destination,male-germans,female-germans,all-germans,male-foreigners,female-foreigners,all-foreigners,all-males,all-females,all
2002,Hessen,Brandenburg,434,425,859,51,30,81,485,455,940
2002,Hessen,Mecklenburg-Vorpommern,314,261,575,43,10,53,357,271,628
2002,Hessen,Sachsen,973,934,1907,217,99,316,1190,1033,2223
2002,Hessen,Sachsen-Anhalt,493,498,991,86,37,123,579,535,1114
2002,Hessen,Thueringen,1300,1358,2658,144,83,227,1444,1441,2885
2002,Hessen,Insgesamt,35559,36042,71601,8296,5887,14183,43855,41929,85784
2002,Rheinland-Pfalz,Schleswig-Holstein,447,492,939,59,41,100,506,533,1039
2002,Rheinland-Pfalz,Hamburg,287,275,562,82,56,138,369,331,700
2002,Rheinland-Pfalz,Niedersachsen,1259,1290,2549,223,168,391,1482,1458,2940
2002,Rheinland-Pfalz,Bremen,114,115,229,29,26,55,143,141,284
2002,Rheinland-Pfalz,Nordrhein-Westfalen,6608,6879,13487,1297,1024,2321,7905,7903,15808
2002,Rheinland-Pfalz,Hessen,4816,4970,9786,1333,1003,2336,6149,5973,12122
2002,Rheinland-Pfalz,Rheinland-Pfalz,0,0,0,0,0,0,0,0,0
2002,Rheinland-Pfalz,Baden-Wuerttemberg,5162,5106,10268,1361,1023,2384,6523,6129,12652
2002,Rheinland-Pfalz,Bayern,2151,2165,4316,470,373,843,2621,2538,5159
2002,Rheinland-Pfalz,Saarland,1705,1602,3307,182,171,353,1887,1773,3660
2002,Rheinland-Pfalz,Berlin,689,622,1311,129,111,240,818,733,1551
2002,Rheinland-Pfalz,Brandenburg,244,252,496,32,15,47,276,267,543
2002,Rheinland-Pfalz,Mecklenburg-Vorpommern,168,151,319,26,11,37,194,162,356
2002,Rheinland-Pfalz,Sachsen,438,431,869,74,48,122,512,479,991
2002,Rheinland-Pfalz,Sachsen-Anhalt,295,219,514,48,23,71,343,242,585
2002,Rheinland-Pfalz,Thueringen,328,306,634,25,22,47,353,328,681
2002,Rheinland-Pfalz,Insgesamt,24711,24875,49586,5370,4115,9485,30081,28990,59071
2002,Baden-Wuerttemberg,Schleswig-Holstein,1163,1238,2401,187,118,305,1350,1356,2706
2002,Baden-Wuerttemberg,Hamburg,1086,1040,2126,192,161,353,1278,1201,2479
2002,Baden-Wuerttemberg,Niedersachsen,3096,3082,6178,514,390,904,3610,3472,7082
2002,Baden-Wuerttemberg,Bremen,297,332,629,91,92,183,388,424,812
2002,Baden-Wuerttemberg,Nordrhein-Westfalen,6126,6236,12362,1858,1391,3249,7984,7627,15611
2002,Baden-Wuerttemberg,Hessen,5606,5767,11373,1651,1130,2781,7257,6897,14154
2002,Baden-Wuerttemberg,Rheinland-Pfalz,5373,4987,10360,1369,1025,2394,6742,6012,12754
2002,Baden-Wuerttemberg,Baden-Wuerttemberg,0,0,0,0,0,0,0,0,0
2002,Baden-Wuerttemberg,Bayern,12261,12368,24629,2731,1934,4665,14992,14302,29294
2002,Baden-Wuerttemberg,Saarland,644,649,1293,130,108,238,774,757,1531
2002,Baden-Wuerttemberg,Berlin,2810,2504,5314,467,349,816,3277,2853,6130
2002,Baden-Wuerttemberg,Brandenburg,895,860,1755,78,50,128,973,910,1883
2002,Baden-Wuerttemberg,Mecklenburg-Vorpommern,497,489,986,46,35,81,543,524,1067
2002,Baden-Wuerttemberg,Sachsen,2183,1902,4085,193,116,309,2376,2018,4394
2002,Baden-Wuerttemberg,Sachsen-Anhalt,921,742,1663,131,47,178,1052,789,1841
2002,Baden-Wuerttemberg,Thueringen,984,900,1884,89,38,127,1073,938,2011
2002,Baden-Wuerttemberg,Insgesamt,43942,43096,87038,9727,6984,16711,53669,50080,103749
2002,Bayern,Schleswig-Holstein,1196,1269,2465,205,132,337,1401,1401,2802
2002,Bayern,Hamburg,1062,1103,2165,368,214,582,1430,1317,2747
2002,Bayern,Niedersachsen,3046,2950,5996,709,480,1189,3755,3430,7185
2002,Bayern,Bremen,291,315,606,115,95,210,406,410,816
2002,Bayern,Nordrhein-Westfalen,6194,6033,12227,2063,1385,3448,8257,7418,15675
2002,Bayern,Hessen,4654,4878,9532,1478,964,2442,6132,5842,11974
2002,Bayern,Rheinland-Pfalz,2136,1939,4075,542,341,883,2678,2280,4958
2002,Bayern,Baden-Wuerttemberg,12372,12608,24980,2882,2013,4895,15254,14621,29875
2002,Bayern,Bayern,0,0,0,0,0,0,0,0,0
2002,Bayern,Saarland,407,368,775,88,83,171,495,451,946
2002,Bayern,Berlin,3049,2795,5844,539,440,979,3588,3235,6823
2002,Bayern,Brandenburg,1061,969,2030,65,42,107,1126,1011,2137
2002,Bayern,Mecklenburg-Vorpommern,512,467,979,88,47,135,600,514,1114
2002,Bayern,Sachsen,3355,2977,6332,329,208,537,3684,3185,6869
2002,Bayern,Sachsen-Anhalt,1141,1059,2200,123,71,194,1264,1130,2394
2002,Bayern,Thueringen,2010,1893,3903,161,90,251,2171,1983,4154
2002,Bayern,Insgesamt,42486,41623,84109,9755,6605,16360,52241,48228,100469
2002,Saarland,Schleswig-Holstein,78,95,173,3,7,10,81,102,183
2002,Saarland,Hamburg,56,50,106,52,43,95,108,93,201
2002,Saarland,Niedersachsen,215,196,411,29,38,67,244,234,478
2002,Saarland,Bremen,34,25,59,23,20,43,57,45,102
2002,Saarland,Nordrhein-Westfalen,631,695,1326,261,174,435,892,869,1761
2002,Saarland,Hessen,421,415,836,125,79,204,546,494,1040
2002,Saarland,Rheinland-Pfalz,1804,1701,3505,222,172,394,2026,1873,3899
2002,Saarland,Baden-Wuerttemberg,833,819,1652,188,148,336,1021,967,1988
2002,Saarland,Bayern,412,404,816,124,98,222,536,502,1038
2002,Saarland,Saarland,0,0,0,0,0,0,0,0,0
2002,Saarland,Berlin,155,168,323,49,30,79,204,198,402
2002,Saarland,Brandenburg,40,38,78,3,3,6,43,41,84
2002,Saarland,Mecklenburg-Vorpommern,27,21,48,1,3,4,28,24,52
2002,Saarland,Sachsen,70,72,142,10,10,20,80,82,162
2002,Saarland,Sachsen-Anhalt,37,32,69,4,0,4,41,32,73
2002,Saarland,Thueringen,40,38,78,9,4,13,49,42,91
2002,Saarland,Insgesamt,4853,4769,9622,1103,829,1932,5956,5598,11554
2002,Berlin,Schleswig-Holstein,1209,1194,2403,92,87,179,1301,1281,2582
2002,Berlin,Hamburg,894,1030,1924,200,154,354,1094,1184,2278
2002,Berlin,Niedersachsen,2464,2487,4951,408,285,693,2872,2772,5644
2002,Berlin,Bremen,221,253,474,86,59,145,307,312,619
2002,Berlin,Nordrhein-Westfalen,3369,3266,6635,915,676,1591,4284,3942,8226
2002,Berlin,Hessen,1589,1538,3127,347,289,636,1936,1827,3763
2002,Berlin,Rheinland-Pfalz,663,632,1295,144,108,252,807,740,1547
2002,Berlin,Baden-Wuerttemberg,2810,2696,5506,661,515,1176,3471,3211,6682
2002,Berlin,Bayern,3292,3033,6325,803,642,1445,4095,3675,7770
2002,Berlin,Saarland,132,142,274,53,27,80,185,169,354
2002,Berlin,Berlin,0,0,0,0,0,0,0,0,0
2002,Berlin,Brandenburg,15894,15998,31892,791,619,1410,16685,16617,33302
2002,Berlin,Mecklenburg-Vorpommern,1220,1161,2381,197,102,299,1417,1263,2680
2002,Berlin,Sachsen,1060,1045,2105,276,162,438,1336,1207,2543
2002,Berlin,Sachsen-Anhalt,723,731,1454,154,89,243,877,820,1697
2002,Berlin,Thueringen,470,465,935,78,46,124,548,511,1059
2002,Berlin,Insgesamt,36010,35671,71681,5205,3860,9065,41215,39531,80746
2002,Brandenburg,Schleswig-Holstein,935,983,1918,38,32,70,973,1015,1988
2002,Brandenburg,Hamburg,610,685,1295,68,41,109,678,726,1404
2002,Brandenburg,Niedersachsen,2059,2234,4293,106,96,202,2165,2330,4495
2002,Brandenburg,Bremen,154,196,350,20,13,33,174,209,383
2002,Brandenburg,Nordrhein-Westfalen,2426,2524,4950,250,173,423,2676,2697,5373
2002,Brandenburg,Hessen,1041,1159,2200,121,77,198,1162,1236,2398
2002,Brandenburg,Rheinland-Pfalz,660,635,1295,46,42,88,706,677,1383
2002,Brandenburg,Baden-Wuerttemberg,2897,2832,5729,184,141,325,3081,2973,6054
2002,Brandenburg,Bayern,2788,2712,5500,160,112,272,2948,2824,5772
2002,Brandenburg,Saarland,85,89,174,4,7,11,89,96,185
2002,Brandenburg,Berlin,10414,11147,21561,1184,850,2034,11598,11997,23595
2002,Brandenburg,Brandenburg,0,0,0,0,0,0,0,0,0
2002,Brandenburg,Mecklenburg-Vorpommern,1363,1465,2828,63,29,92,1426,1494,2920
2002,Brandenburg,Sachsen,1666,1761,3427,79,54,133,1745,1815,3560
2002,Brandenburg,Sachsen-Anhalt,995,1005,2000,75,29,104,1070,1034,2104
2002,Brandenburg,Thueringen,448,476,924,26,15,41,474,491,965
2002,Brandenburg,Insgesamt,28541,29903,58444,2424,1711,4135,30965,31614,62579
2002,Mecklenburg-Vorpommern,Schleswig-Holstein,3424,3781,7205,148,110,258,3572,3891,7463
2002,Mecklenburg-Vorpommern,Hamburg,2514,2713,5227,221,131,352,2735,2844,5579
2002,Mecklenburg-Vorpommern,Niedersachsen,2527,2716,5243,146,114,260,2673,2830,5503
2002,Mecklenburg-Vorpommern,Bremen,290,310,600,41,25,66,331,335,666
2002,Mecklenburg-Vorpommern,Nordrhein-Westfalen,1472,1586,3058,259,135,394,1731,1721,3452
2002,Mecklenburg-Vorpommern,Hessen,497,553,1050,86,38,124,583,591,1174
2002,Mecklenburg-Vorpommern,Rheinland-Pfalz,331,324,655,38,25,63,369,349,718
2002,Mecklenburg-Vorpommern,Baden-Wuerttemberg,1171,1146,2317,125,89,214,1296,1235,2531
2002,Mecklenburg-Vorpommern,Bayern,1108,1091,2199,108,56,164,1216,1147,2363
2002,Mecklenburg-Vorpommern,Saarland,51,46,97,4,3,7,55,49,104
2002,Mecklenburg-Vorpommern,Berlin,1684,1834,3518,203,119,322,1887,1953,3840
2002,Mecklenburg-Vorpommern,Brandenburg,1170,1247,2417,44,24,68,1214,1271,2485
2002,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,0,0,0,0,0,0,0,0,0
2002,Mecklenburg-Vorpommern,Sachsen,541,595,1136,35,27,62,576,622,1198
2002,Mecklenburg-Vorpommern,Sachsen-Anhalt,394,396,790,24,15,39,418,411,829
2002,Mecklenburg-Vorpommern,Thueringen,251,273,524,19,8,27,270,281,551
2002,Mecklenburg-Vorpommern,Insgesamt,17425,18611,36036,1501,919,2420,18926,19530,38456
2002,Sachsen,Schleswig-Holstein,461,534,995,46,24,70,507,558,1065
2002,Sachsen,Hamburg,350,466,816,161,83,244,511,549,1060
2002,Sachsen,Niedersachsen,1702,1810,3512,280,167,447,1982,1977,3959
2002,Sachsen,Bremen,113,140,253,49,30,79,162,170,332
2002,Sachsen,Nordrhein-Westfalen,3071,3491,6562,778,389,1167,3849,3880,7729
2002,Sachsen,Hessen,2067,2173,4240,384,197,581,2451,2370,4821
2002,Sachsen,Rheinland-Pfalz,1114,1049,2163,171,88,259,1285,1137,2422
2002,Sachsen,Baden-Wuerttemberg,6053,5972,12025,562,427,989,6615,6399,13014
2002,Sachsen,Bayern,7888,8100,15988,696,401,1097,8584,8501,17085
2002,Sachsen,Saarland,127,137,264,22,9,31,149,146,295
2002,Sachsen,Berlin,1523,1887,3410,367,239,606,1890,2126,4016
2002,Sachsen,Brandenburg,1542,1698,3240,86,50,136,1628,1748,3376
2002,Sachsen,Mecklenburg-Vorpommern,556,673,1229,40,16,56,596,689,1285
2002,Sachsen,Sachsen,0,0,0,0,0,0,0,0,0
2002,Sachsen,Sachsen-Anhalt,1556,1661,3217,190,85,275,1746,1746,3492
2002,Sachsen,Thueringen,1690,1864,3554,138,76,214,1828,1940,3768
2002,Sachsen,Insgesamt,29813,31655,61468,3970,2281,6251,33783,33936,67719
2002,Sachsen-Anhalt,Schleswig-Holstein,534,574,1108,51,29,80,585,603,1188
2002,Sachsen-Anhalt,Hamburg,343,394,737,51,46,97,394,440,834
2002,Sachsen-Anhalt,Niedersachsen,4692,5264,9956,382,237,619,5074,5501,10575
2002,Sachsen-Anhalt,Bremen,154,174,328,37,12,49,191,186,377
2002,Sachsen-Anhalt,Nordrhein-Westfalen,2543,2874,5417,650,344,994,3193,3218,6411
2002,Sachsen-Anhalt,Hessen,1234,1355,2589,204,125,329,1438,1480,2918
2002,Sachsen-Anhalt,Rheinland-Pfalz,655,644,1299,121,52,173,776,696,1472
2002,Sachsen-Anhalt,Baden-Wuerttemberg,2721,2682,5403,275,151,426,2996,2833,5829
2002,Sachsen-Anhalt,Bayern,3025,3075,6100,353,182,535,3378,3257,6635
2002,Sachsen-Anhalt,Saarland,82,77,159,9,2,11,91,79,170
2002,Sachsen-Anhalt,Berlin,1207,1356,2563,277,195,472,1484,1551,3035
2002,Sachsen-Anhalt,Brandenburg,972,1157,2129,61,58,119,1033,1215,2248
2002,Sachsen-Anhalt,Mecklenburg-Vorpommern,551,612,1163,35,23,58,586,635,1221
2002,Sachsen-Anhalt,Sachsen,2123,2343,4466,242,152,394,2365,2495,4860
2002,Sachsen-Anhalt,Sachsen-Anhalt,0,0,0,0,0,0,0,0,0
2002,Sachsen-Anhalt,Thueringen,1115,1327,2442,94,54,148,1209,1381,2590
2002,Sachsen-Anhalt,Insgesamt,21951,23908,45859,2842,1662,4504,24793,25570,50363
2002,Thueringen,Schleswig-Holstein,285,308,593,26,14,40,311,322,633
2002,Thueringen,Hamburg,183,194,377,23,21,44,206,215,421
2002,Thueringen,Niedersachsen,1409,1568,2977,150,112,262,1559,1680,3239
2002,Thueringen,Bremen,81,80,161,29,10,39,110,90,200
2002,Thueringen,Nordrhein-Westfalen,1571,1770,3341,399,231,630,1970,2001,3971
2002,Thueringen,Hessen,2274,2699,4973,279,113,392,2553,2812,5365
2002,Thueringen,Rheinland-Pfalz,648,635,1283,90,55,145,738,690,1428
2002,Thueringen,Baden-Wuerttemberg,2635,2612,5247,222,178,400,2857,2790,5647
2002,Thueringen,Bayern,3834,4194,8028,279,163,442,4113,4357,8470
2002,Thueringen,Saarland,68,67,135,12,3,15,80,70,150
2002,Thueringen,Berlin,696,810,1506,96,72,168,792,882,1674
2002,Thueringen,Brandenburg,375,458,833,18,15,33,393,473,866
2002,Thueringen,Mecklenburg-Vorpommern,304,335,639,11,7,18,315,342,657
2002,Thueringen,Sachsen,1941,2122,4063,128,75,203,2069,2197,4266
2002,Thueringen,Sachsen-Anhalt,959,1030,1989,62,33,95,1021,1063,2084
2002,Thueringen,Thueringen,0,0,0,0,0,0,0,0,0
2002,Thueringen,Insgesamt,17263,18882,36145,1824,1102,2926,19087,19984,39071
2002,Insgesamt,Schleswig-Holstein,28454,30358,58812,2980,2434,5414,31434,32792,64226
2002,Insgesamt,Hamburg,24767,25673,50440,4337,3197,7534,29104,28870,57974
2002,Insgesamt,Niedersachsen,54583,57022,111605,7023,5050,12073,61606,62072,123678
2002,Insgesamt,Bremen,9464,9869,19333,1831,1388,3219,11295,11257,22552
2002,Insgesamt,Nordrhein-Westfalen,65618,68133,133751,15182,10982,26164,80800,79115,159915
2002,Insgesamt,Hessen,38278,40303,78581,9648,6734,16382,47926,47037,94963
2002,Insgesamt,Rheinland-Pfalz,31016,29879,60895,6088,4539,10627,37104,34418,71522
2002,Insgesamt,Baden-Wuerttemberg,60370,60503,120873,12547,9605,22152,72917,70108,143025
2002,Insgesamt,Bayern,60951,61281,122232,11400,8214,19614,72351,69495,141846
2002,Insgesamt,Saarland,4959,4914,9873,942,801,1743,5901,5715,11616
2002,Insgesamt,Berlin,34954,35183,70137,5469,4090,9559,40423,39273,79696
2002,Insgesamt,Brandenburg,27149,27534,54683,1707,1309,3016,28856,28843,57699
2002,Insgesamt,Mecklenburg-Vorpommern,11907,11627,23534,1181,726,1907,13088,12353,25441
2002,Insgesamt,Sachsen,20136,19923,40059,2460,1796,4256,22596,21719,44315
2002,Insgesamt,Sachsen-Anhalt,13139,12819,25958,1664,903,2567,14803,13722,28525
2002,Insgesamt,Thueringen,12133,12292,24425,1247,830,2077,13380,13122,26502
2002,Insgesamt,Insgesamt,497878,507313,1005191,85706,62598,148304,583584,569911,1153495
2003,Schleswig-Holstein,Schleswig-Holstein,0,0,0,0,0,0,0,0,0
2003,Schleswig-Holstein,Hamburg,8289,8346,16635,980,910,1890,9269,9256,18525
2003,Schleswig-Holstein,Niedersachsen,4024,3999,8023,313,293,606,4337,4292,8629
2003,Schleswig-Holstein,Bremen,387,378,765,64,45,109,451,423,874
2003,Schleswig-Holstein,Nordrhein-Westfalen,2465,2508,4973,323,269,592,2788,2777,5565
2003,Schleswig-Holstein,Hessen,903,864,1767,124,99,223,1027,963,1990
2003,Schleswig-Holstein,Rheinland-Pfalz,468,444,912,51,36,87,519,480,999
2003,Schleswig-Holstein,Baden-Wuerttemberg,1259,1240,2499,187,143,330,1446,1383,2829
2003,Schleswig-Holstein,Bayern,1293,1208,2501,216,150,366,1509,1358,2867
2003,Schleswig-Holstein,Saarland,74,61,135,7,6,13,81,67,148
2003,Schleswig-Holstein,Berlin,1136,1024,2160,85,80,165,1221,1104,2325
2003,Schleswig-Holstein,Brandenburg,444,387,831,20,6,26,464,393,857
2003,Schleswig-Holstein,Mecklenburg-Vorpommern,2058,1994,4052,63,53,116,2121,2047,4168
2003,Schleswig-Holstein,Sachsen,357,317,674,19,15,34,376,332,708
2003,Schleswig-Holstein,Sachsen-Anhalt,327,283,610,16,10,26,343,293,636
2003,Schleswig-Holstein,Thueringen,172,134,306,6,4,10,178,138,316
2003,Schleswig-Holstein,Insgesamt,23656,23187,46843,2474,2119,4593,26130,25306,51436
2003,Hamburg,Schleswig-Holstein,9777,10408,20185,997,885,1882,10774,11293,22067
2003,Hamburg,Hamburg,0,0,0,0,0,0,0,0,0
2003,Hamburg,Niedersachsen,5412,5733,11145,602,417,1019,6014,6150,12164
2003,Hamburg,Bremen,293,310,603,97,62,159,390,372,762
2003,Hamburg,Nordrhein-Westfalen,1709,1832,3541,439,263,702,2148,2095,4243
2003,Hamburg,Hessen,654,685,1339,170,124,294,824,809,1633
2003,Hamburg,Rheinland-Pfalz,236,227,463,56,43,99,292,270,562
2003,Hamburg,Baden-Wuerttemberg,948,847,1795,191,156,347,1139,1003,2142
2003,Hamburg,Bayern,1049,1030,2079,349,198,547,1398,1228,2626
2003,Hamburg,Saarland,61,58,119,12,7,19,73,65,138
2003,Hamburg,Berlin,1088,1029,2117,155,135,290,1243,1164,2407
2003,Hamburg,Brandenburg,261,254,515,14,8,22,275,262,537
2003,Hamburg,Mecklenburg-Vorpommern,992,879,1871,66,48,114,1058,927,1985
2003,Hamburg,Sachsen,232,252,484,30,30,60,262,282,544
2003,Hamburg,Sachsen-Anhalt,190,171,361,32,19,51,222,190,412
2003,Hamburg,Thueringen,109,70,179,6,10,16,115,80,195
2003,Hamburg,Insgesamt,23011,23785,46796,3216,2405,5621,26227,26190,52417
2003,Niedersachsen,Schleswig-Holstein,4599,4701,9300,609,615,1224,5208,5316,10524
2003,Niedersachsen,Hamburg,5780,5806,11586,942,716,1658,6722,6522,13244
2003,Niedersachsen,Niedersachsen,0,0,0,0,0,0,0,0,0
2003,Niedersachsen,Bremen,6004,5827,11831,749,726,1475,6753,6553,13306
2003,Niedersachsen,Nordrhein-Westfalen,19048,20066,39114,3359,2759,6118,22407,22825,45232
2003,Niedersachsen,Hessen,4739,5171,9910,1165,1103,2268,5904,6274,12178
2003,Niedersachsen,Rheinland-Pfalz,2397,2437,4834,549,513,1062,2946,2950,5896
2003,Niedersachsen,Baden-Wuerttemberg,6442,6720,13162,1690,1625,3315,8132,8345,16477
2003,Niedersachsen,Bayern,7267,7606,14873,1679,1423,3102,8946,9029,17975
2003,Niedersachsen,Saarland,463,518,981,189,179,368,652,697,1349
2003,Niedersachsen,Berlin,3251,3171,6422,486,447,933,3737,3618,7355
2003,Niedersachsen,Brandenburg,2204,2237,4441,290,298,588,2494,2535,5029
2003,Niedersachsen,Mecklenburg-Vorpommern,2166,2085,4251,336,304,640,2502,2389,4891
2003,Niedersachsen,Sachsen,2964,3065,6029,577,506,1083,3541,3571,7112
2003,Niedersachsen,Sachsen-Anhalt,3703,3629,7332,434,383,817,4137,4012,8149
2003,Niedersachsen,Thueringen,1915,1958,3873,289,247,536,2204,2205,4409
2003,Niedersachsen,Insgesamt,72942,74997,147939,13343,11844,25187,86285,86841,173126
2003,Bremen,Schleswig-Holstein,303,298,601,35,34,69,338,332,670
2003,Bremen,Hamburg,381,425,806,110,87,197,491,512,1003
2003,Bremen,Niedersachsen,6247,6410,12657,670,557,1227,6917,6967,13884
2003,Bremen,Bremen,0,0,0,0,0,0,0,0,0
2003,Bremen,Nordrhein-Westfalen,653,697,1350,286,215,501,939,912,1851
2003,Bremen,Hessen,211,239,450,91,58,149,302,297,599
2003,Bremen,Rheinland-Pfalz,100,71,171,26,16,42,126,87,213
2003,Bremen,Baden-Wuerttemberg,336,360,696,99,68,167,435,428,863
2003,Bremen,Bayern,316,309,625,116,65,181,432,374,806
2003,Bremen,Saarland,16,13,29,5,4,9,21,17,38
2003,Bremen,Berlin,325,318,643,69,67,136,394,385,779
2003,Bremen,Brandenburg,74,61,135,8,6,14,82,67,149
2003,Bremen,Mecklenburg-Vorpommern,106,103,209,10,9,19,116,112,228
2003,Bremen,Sachsen,94,75,169,42,29,71,136,104,240
2003,Bremen,Sachsen-Anhalt,82,82,164,14,8,22,96,90,186
2003,Bremen,Thueringen,51,47,98,11,5,16,62,52,114
2003,Bremen,Insgesamt,9295,9508,18803,1592,1228,2820,10887,10736,21623
2003,Nordrhein-Westfalen,Schleswig-Holstein,2798,3030,5828,301,245,546,3099,3275,6374
2003,Nordrhein-Westfalen,Hamburg,2243,2262,4505,520,357,877,2763,2619,5382
2003,Nordrhein-Westfalen,Niedersachsen,13318,13896,27214,1846,1380,3226,15164,15276,30440
2003,Nordrhein-Westfalen,Bremen,920,874,1794,246,179,425,1166,1053,2219
2003,Nordrhein-Westfalen,Nordrhein-Westfalen,0,0,0,0,0,0,0,0,0
2003,Nordrhein-Westfalen,Hessen,6465,6706,13171,1830,1259,3089,8295,7965,16260
2003,Nordrhein-Westfalen,Rheinland-Pfalz,7416,7523,14939,1098,838,1936,8514,8361,16875
2003,Nordrhein-Westfalen,Baden-Wuerttemberg,7393,7420,14813,1799,1497,3296,9192,8917,18109
2003,Nordrhein-Westfalen,Bayern,7251,6987,14238,1831,1215,3046,9082,8202,17284
2003,Nordrhein-Westfalen,Saarland,560,580,1140,156,109,265,716,689,1405
2003,Nordrhein-Westfalen,Berlin,4149,3851,8000,731,669,1400,4880,4520,9400
2003,Nordrhein-Westfalen,Brandenburg,1366,1285,2651,107,69,176,1473,1354,2827
2003,Nordrhein-Westfalen,Mecklenburg-Vorpommern,975,952,1927,140,71,211,1115,1023,2138
2003,Nordrhein-Westfalen,Sachsen,1884,1665,3549,301,192,493,2185,1857,4042
2003,Nordrhein-Westfalen,Sachsen-Anhalt,1331,1221,2552,233,93,326,1564,1314,2878
2003,Nordrhein-Westfalen,Thueringen,1102,980,2082,136,81,217,1238,1061,2299
2003,Nordrhein-Westfalen,Insgesamt,59171,59232,118403,11275,8254,19529,70446,67486,137932
2003,Hessen,Schleswig-Holstein,947,1006,1953,114,105,219,1061,1111,2172
2003,Hessen,Hamburg,903,874,1777,217,155,372,1120,1029,2149
2003,Hessen,Niedersachsen,3520,3791,7311,503,385,888,4023,4176,8199
2003,Hessen,Bremen,260,280,540,56,42,98,316,322,638
2003,Hessen,Nordrhein-Westfalen,6447,6786,13233,1896,1356,3252,8343,8142,16485
2003,Hessen,Hessen,0,0,0,0,0,0,0,0,0
2003,Hessen,Rheinland-Pfalz,5846,5696,11542,1357,1047,2404,7203,6743,13946
2003,Hessen,Baden-Wuerttemberg,5915,6009,11924,1767,1173,2940,7682,7182,14864
2003,Hessen,Bayern,5758,5667,11425,1504,994,2498,7262,6661,13923
2003,Hessen,Saarland,374,367,741,69,66,135,443,433,876
2003,Hessen,Berlin,1686,1613,3299,352,255,607,2038,1868,3906
2003,Hessen,Brandenburg,478,500,978,42,34,76,520,534,1054
2003,Hessen,Mecklenburg-Vorpommern,299,273,572,44,22,66,343,295,638
2003,Hessen,Sachsen,1150,1039,2189,144,89,233,1294,1128,2422
2003,Hessen,Sachsen-Anhalt,577,550,1127,88,49,137,665,599,1264
2003,Hessen,Thueringen,1379,1379,2758,108,92,200,1487,1471,2958
2003,Hessen,Insgesamt,35539,35830,71369,8261,5864,14125,43800,41694,85494
2003,Rheinland-Pfalz,Schleswig-Holstein,463,534,997,44,36,80,507,570,1077
2003,Rheinland-Pfalz,Hamburg,289,277,566,45,38,83,334,315,649
2003,Rheinland-Pfalz,Niedersachsen,1169,1221,2390,193,138,331,1362,1359,2721
2003,Rheinland-Pfalz,Bremen,103,105,208,27,17,44,130,122,252
2003,Rheinland-Pfalz,Nordrhein-Westfalen,6627,6877,13504,1232,1001,2233,7859,7878,15737
2003,Rheinland-Pfalz,Hessen,4893,4886,9779,1278,1070,2348,6171,5956,12127
2003,Rheinland-Pfalz,Rheinland-Pfalz,0,0,0,0,0,0,0,0,0
2003,Rheinland-Pfalz,Baden-Wuerttemberg,5085,5173,10258,1185,989,2174,6270,6162,12432
2003,Rheinland-Pfalz,Bayern,2078,2042,4120,428,370,798,2506,2412,4918
2003,Rheinland-Pfalz,Saarland,1677,1499,3176,179,150,329,1856,1649,3505
2003,Rheinland-Pfalz,Berlin,697,653,1350,98,83,181,795,736,1531
2003,Rheinland-Pfalz,Brandenburg,327,284,611,16,5,21,343,289,632
2003,Rheinland-Pfalz,Mecklenburg-Vorpommern,194,157,351,22,11,33,216,168,384
2003,Rheinland-Pfalz,Sachsen,587,491,1078,76,46,122,663,537,1200
2003,Rheinland-Pfalz,Sachsen-Anhalt,295,302,597,39,17,56,334,319,653
2003,Rheinland-Pfalz,Thueringen,345,299,644,30,18,48,375,317,692
2003,Rheinland-Pfalz,Insgesamt,24829,24800,49629,4892,3989,8881,29721,28789,58510
2003,Baden-Wuerttemberg,Schleswig-Holstein,1170,1183,2353,210,129,339,1380,1312,2692
2003,Baden-Wuerttemberg,Hamburg,1096,984,2080,212,149,361,1308,1133,2441
2003,Baden-Wuerttemberg,Niedersachsen,2949,2936,5885,447,376,823,3396,3312,6708
2003,Baden-Wuerttemberg,Bremen,337,315,652,82,46,128,419,361,780
2003,Baden-Wuerttemberg,Nordrhein-Westfalen,6216,6427,12643,1876,1394,3270,8092,7821,15913
2003,Baden-Wuerttemberg,Hessen,5432,5498,10930,1500,1137,2637,6932,6635,13567
2003,Baden-Wuerttemberg,Rheinland-Pfalz,5105,5067,10172,1318,1005,2323,6423,6072,12495
2003,Baden-Wuerttemberg,Baden-Wuerttemberg,0,0,0,0,0,0,0,0,0
2003,Baden-Wuerttemberg,Bayern,12550,12902,25452,2651,1990,4641,15201,14892,30093
2003,Baden-Wuerttemberg,Saarland,612,606,1218,164,116,280,776,722,1498
2003,Baden-Wuerttemberg,Berlin,2571,2353,4924,476,345,821,3047,2698,5745
2003,Baden-Wuerttemberg,Brandenburg,988,921,1909,75,40,115,1063,961,2024
2003,Baden-Wuerttemberg,Mecklenburg-Vorpommern,574,493,1067,70,27,97,644,520,1164
2003,Baden-Wuerttemberg,Sachsen,2420,1983,4403,263,131,394,2683,2114,4797
2003,Baden-Wuerttemberg,Sachsen-Anhalt,929,895,1824,132,55,187,1061,950,2011
2003,Baden-Wuerttemberg,Thueringen,1137,1026,2163,87,72,159,1224,1098,2322
2003,Baden-Wuerttemberg,Insgesamt,44086,43589,87675,9563,7012,16575,53649,50601,104250
2003,Bayern,Schleswig-Holstein,1090,1202,2292,210,136,346,1300,1338,2638
